 item_code | total_spent 
 8MD2VPE   |   510991.05
 R9DU057   |   510768.72
 ORGWYJL   |   510310.50
 BXP90UX   |   510179.31
 UFYBXW3   |   509927.60
 63FLDUW   |   509866.40
 PDGFWIA   |   508860.17
 WNT5XCE   |   508633.05
 4RRGVQT   |   508616.04
 UWRULHQ   |   508549.78
 OSTOWQA   |   508319.40
 3VYUCQ3   |   508306.50
 WNJSZ8A   |   508204.55
 DP8PT8Q   |   508111.98
 ZCVH56P   |   507840.76
 ZXD48LG   |   507223.52
 F8GTPEP   |   507123.26
 TY6R35F   |   507050.50
 M7DY4XU   |   507025.00
 BGD6FQ9   |   506756.16
 HBJ5E0H   |   506457.21
 BC1W5CO   |   506154.10
 LMHIUYM   |   505709.70
 K0YL9CM   |   505183.36
 2PE8OEO   |   505132.31
 GAL9N8M   |   505120.98
 GG5D6P1   |   504375.48
 B5HH2Y3   |   504261.48
 DNV2AAF   |   504229.28
 JC930DW   |   504022.36
 SFVZB6Z   |   503979.12
 VORJY3I   |   503580.02
 J4ID0I9   |   503578.60
 U6U4DAQ   |   503125.74
 405XVWH   |   503068.14
 6MNVDV8   |   503029.78
 5D7PICT   |   502824.64
 Y14JES0   |   502784.42
 YZM607R   |   502715.07
 Z2IA7VR   |   502656.00
 LLNJLIA   |   502374.84
 K1M86BO   |   502365.92
 37AK9UM   |   502151.76
 ULG3Z7X   |   501400.71
 E6LRVSM   |   501266.78
 J8GYFZP   |   500838.12
 B04KX3L   |   500759.52
 W5PH3V8   |   500433.44
 UOPJ2LZ   |   500409.21
 YTT5W53   |   500211.30
 3NLH4NS   |   499770.60
 LVOLXLI   |   499528.05
 QAMZFMH   |   499231.18
 U20RW59   |   499205.70
 EAXIOWH   |   499056.91
 FRR8ZL5   |   499037.28
 F99Z6VT   |   498723.66
 B2CDP3P   |   498397.16
 XT90VL6   |   498387.78
 ZIO7939   |   498304.95
 KPJEP0H   |   497749.76
 P5GKAZ4   |   497728.56
 TFH35PK   |   497402.82
 5GWU34G   |   497339.73
 UJI9WMC   |   496871.20
 WF91K89   |   496746.32
 50UUYSY   |   496745.76
 77V7KXH   |   496621.44
 SQSO1IR   |   496255.05
 ZT9TB2F   |   496254.00
 VT9YX2R   |   496029.45
 J66DUPY   |   495617.85
 A93EI93   |   495616.77
 VRGSYFL   |   495515.52
 WXY6VZO   |   495407.84
 LXMXOKY   |   494807.61
 D3SFIAR   |   494585.56
 4R7494R   |   493827.39
 872I9VM   |   493730.10
 5I6CX23   |   493489.92
 8F6GDD5   |   493394.16
 TFWVV47   |   493184.10
 19ZBXV3   |   492453.12
 8J5LZCL   |   492397.44
 HY1UYC3   |   492367.20
 QGNCVT2   |   492343.56
 I6BZQOK   |   491920.65
 2AFSHRN   |   491687.43
 1EQO4Q6   |   491658.12
 BGFG4WI   |   491405.40
 7DLFXXD   |   491345.76
 VM0KWBJ   |   490737.20
 PT7PYBP   |   490095.72
 300YNNB   |   490007.91
 9Y5JGWB   |   489919.59
 SV38O5L   |   489875.88
 IV6H1TD   |   489845.04
 PYWE758   |   489726.45
 YPFZUPI   |   489694.94
 0ASXGRK   |   489505.92
 FPM3LWF   |   489374.08
 WCBT0MG   |   489313.50
 NB6AKRG   |   489283.10
 9J6ACON   |   489051.09
 LLF4ARR   |   488792.30
 IQZE9KK   |   488701.72
 56IKGTM   |   488443.14
 5ZS7X7I   |   488264.00
 LIUIUQE   |   488236.27
 EBYTBES   |   488093.64
 H34R9KR   |   487186.00
 OAZJBHY   |   487181.67
 O09TBA1   |   486896.15
 27O8L3F   |   486493.76
 DWI8S37   |   486306.80
 PWIAUHM   |   486290.56
 AC8DE24   |   485797.50
 W271EPK   |   485713.55
 LAW59ZT   |   485656.48
 DDA32T8   |   485367.46
 LVDL77W   |   485286.20
 79B27CO   |   484453.44
 G7F5UNL   |   484366.40
 G7FB0AI   |   483779.53
 OR7IVXV   |   483468.30
 Y4H0OZC   |   483434.10
 AWNEVYQ   |   483415.02
 9WJFBWJ   |   482949.60
 3BHRJEW   |   482595.02
 XSHGCZ7   |   481989.15
 87S8DP8   |   481596.66
 YZ5FSCJ   |   481293.75
 6K9S4QF   |   481278.78
 QGXF04C   |   480883.13
 PVH0ZBE   |   480663.68
 CFK2GXO   |   480582.40
 HHCNZIS   |   480088.26
 X7B8M5H   |   479946.65
 GO5NCMN   |   479655.00
 FL56537   |   479486.10
 7XGB0LE   |   479133.78
 OMMKHQ5   |   479109.44
 VUK1XWU   |   479086.89
 CV3VD8R   |   479032.80
 1QSOWJ3   |   478670.32
 TRPBGZA   |   478238.41
 FVR4TOC   |   478194.98
 2SX0KAL   |   478010.83
 FI3ET2J   |   477953.14
 E9X2BI6   |   477835.85
 98WBO3A   |   477595.20
 FEL1OSI   |   477362.24
 4KFTV3O   |   477042.93
 HPKRPZT   |   476534.08
 1S47EEK   |   476279.58
 4NU9JQK   |   476184.72
 JCJ7VDK   |   476047.77
 2ZI29FS   |   476030.51
 KBS67GR   |   475726.76
 ZRVOC27   |   475710.30
 TTT7295   |   475653.06
 KYMRY6D   |   475417.01
 RG3KR36   |   475192.03
 8IW1KP1   |   474773.28
 EXXHFQZ   |   474598.03
 VN7TDLZ   |   474364.60
 1WADUXA   |   474011.20
 WL6ARQI   |   473998.46
 VABCJYQ   |   473985.54
 BHNW85W   |   473423.30
 2YA6UBQ   |   473355.40
 J3XK9ZM   |   473141.33
 I29ICKM   |   472950.94
 RDQQ4VI   |   472832.36
 A9PJPXU   |   472829.40
 XIW0BGC   |   472801.77
 K8GBKOO   |   472386.20
 QJ5MVFM   |   472298.77
 8EGJ88L   |   472287.69
 51EWMPA   |   471598.54
 3WK0514   |   471548.51
 TGYDAVH   |   471548.30
 HDMYE0O   |   471529.44
 YC0YLDM   |   471473.42
 12RB4HW   |   471350.48
 4KTW52P   |   471085.26
 54RQJZL   |   471010.80
 XK1YMUH   |   470961.18
 7QPE4TW   |   470792.07
 UENOGYQ   |   470361.43
 MO441P8   |   470341.34
 R101STV   |   470245.44
 KX3NVMX   |   469715.61
 BGR017B   |   469550.08
 VMIL3MN   |   469070.96
 T3DF4BX   |   468852.84
 EEYEL3Q   |   468845.13
 I50SRWF   |   468769.92
 VQNUICB   |   468549.33
 QARCI1M   |   468298.60
 73CZQKD   |   467955.78
 NWR3DJW   |   467943.20
 VPZL82V   |   467925.50
 P1Q7B6I   |   467858.56
 INUCXUU   |   467565.25
 523MO4Z   |   467555.76
 9ZXX9K5   |   467461.73
 M715OL7   |   467358.88
 4UBVVY4   |   466964.52
 W8REVEB   |   466949.70
 UE90OF8   |   466632.32
 XO6GBL8   |   466280.61
 YGAFRDC   |   465942.60
 CAPLYSK   |   465395.40
 468EFMA   |   465144.46
 TYRQZOQ   |   465143.58
 25ACWKP   |   464522.45
 8ZYB8CI   |   463746.25
 8916H4Z   |   463615.20
 UHWM5Q3   |   463379.81
 UYJKJSO   |   463181.90
 O9RRUFA   |   463116.80
 LWPF821   |   463032.00
 C0HRFSW   |   462731.31
 9W4VEZ1   |   462383.04
 WGH708R   |   462249.18
 GE4TQBV   |   462079.13
 XY9UHJB   |   461731.75
 WUYQYHL   |   461668.08
 MIBC0Y2   |   461271.52
 2RHBMNE   |   460898.90
 2CH1D6O   |   460682.10
 688CY4S   |   460148.80
 ETQ8G44   |   459823.04
 M7K2ZW2   |   459618.97
 Q5X056K   |   459593.72
 7MAFO0G   |   459528.00
 F7X8NX8   |   459470.54
 0LBQMDS   |   459420.46
 88TV8V2   |   458889.20
 O8017Y2   |   458822.00
 8ERAPFK   |   458704.22
 90N0PXH   |   458503.76
 SU8MOW3   |   458266.41
 L9F0QDH   |   458199.35
 DVLV8GJ   |   457937.90
 ULKMC9C   |   457877.16
 7TKQHVP   |   457824.83
 LYOLIGE   |   457664.78
 REHJ17L   |   457609.74
 HVHVBOR   |   457434.88
 L4C9GEL   |   457414.02
 61S4M83   |   457404.64
 P8F39RM   |   457384.32
 DI6WQ3P   |   456989.90
 9BQ69UL   |   456870.85
 GMHSEUD   |   456636.49
 3RT5G3D   |   456575.31
 BICWQ66   |   456231.60
 9KZJOH6   |   456222.54
 2ZKOM8O   |   455975.76
 KM4HNUG   |   455538.85
 MG477WR   |   455354.88
 OAXCDSU   |   455205.24
 PL2AJUT   |   454629.34
 OU7YD78   |   454395.54
 NKXU22L   |   454392.90
 ZSPOF5L   |   454137.50
 Z40SLU5   |   454003.55
 3L3KEHE   |   453509.68
 QLWVTGX   |   452815.20
 RK91IPW   |   452699.95
 KV7AR1E   |   452646.88
 W3D8HR1   |   451913.07
 BVH4UXG   |   451739.52
 RCHTS9L   |   451108.20
 GUA3WXS   |   450858.70
 88HGPX5   |   450815.40
 NPFXDJW   |   450330.23
 6YN6DXQ   |   450272.06
 2AB3LFR   |   450101.96
 XQV42TG   |   450058.08
 CFNWFIJ   |   449998.80
 1L2Y2J6   |   449864.30
 VL2T5VM   |   449689.29
 8Y4F3ZG   |   449638.88
 TO1AOD1   |   449289.80
 YRKKBYH   |   449236.38
 TY8U2X6   |   448928.64
 J680GSP   |   448716.75
 V5CRM59   |   448583.52
 CZOVH51   |   448514.64
 8C0PIYR   |   448488.90
 IF3LDGP   |   448466.06
 IZ8E4CV   |   448445.62
 ZWQKG8E   |   448365.26
 PJK0S2L   |   447902.25
 UDII8YD   |   447539.92
 L7O3KF2   |   447445.64
 XCYERWJ   |   447049.17
 QU1PZ8V   |   446849.00
 SDHF17I   |   446793.48
 XAGUIGP   |   446591.20
 X0AH72Z   |   446541.90
 W9BT2ES   |   446436.12
 56ZRCHT   |   445642.12
 13IULTU   |   445640.44
 P4J7O2L   |   445619.20
 K5C9LLF   |   444897.25
 V1SFOZ5   |   444739.60
 DLH5PQY   |   444699.90
 Y3GUQMG   |   444622.20
 XKYCPN3   |   444613.26
 XU6BI7F   |   443780.66
 2RN09BM   |   443546.55
 IPE4KVH   |   443472.35
 4BDXIPS   |   443359.40
 T8DT9BN   |   443333.06
 IHXSYKA   |   443308.50
 91M21S8   |   443233.35
 7HHOWPM   |   443197.99
 4J9T2EZ   |   443100.12
 3YDZH8C   |   443059.96
 WTIBZLA   |   443021.32
 YGF61IG   |   442972.95
 TTX9TV2   |   442420.02
 F38UXJ1   |   442131.97
 KMO0O06   |   442128.96
 DF467B1   |   442098.80
 3PZMZPQ   |   442004.85
 JJTM4CE   |   441612.85
 OEVX8S7   |   441314.10
 2V81TVO   |   441291.24
 W990DBT   |   441239.04
 IK0YJMZ   |   441026.56
 OOT9NQR   |   440946.98
 9OY4MP2   |   440850.09
 HQDJFOH   |   440778.05
 QPO3M10   |   440761.02
 7YN9DRY   |   440652.12
 NVYVG17   |   440644.19
 ACVP29M   |   440619.74
 P4T4YJT   |   440586.69
 FO99OO1   |   440577.06
 53200CR   |   440158.40
 EJX5QWG   |   440099.06
 6K56HZN   |   440034.00
 VI2SZMH   |   439908.48
 JCKQB6Z   |   439861.73
 UKUG28H   |   439835.76
 KYS5701   |   439821.00
 QYZ2YPT   |   439379.86
 Z4YRRCE   |   439271.37
 2Q23YFU   |   438996.48
 S7AVAQ7   |   438813.99
 BWGPIXA   |   438184.76
 58TNCK2   |   438036.88
 H8AO6QO   |   437674.41
 9MMOKPD   |   437600.00
 MASVKJF   |   437480.50
 0YUB012   |   437385.63
 YIB5XM3   |   436630.95
 Z2PE4PA   |   436543.40
 I1R1GHR   |   436358.07
 4AZ3T3L   |   436144.50
 0TPTJ0E   |   436141.20
 KQ4E4SK   |   435964.90
 6YKZQ1U   |   435889.44
 OVY73Y9   |   435871.56
 7M42XXO   |   435789.33
 E3E61QL   |   435625.10
 MO5412I   |   435616.83
 Y0YJY8R   |   435530.52
 ZBX0DZF   |   435057.35
 JARWN31   |   434970.25
 UVDKJXO   |   434893.20
 LELAROF   |   434841.68
 M3V60GI   |   434737.76
 JWKKSW0   |   434529.84
 AEMI0SW   |   434178.48
 DXYXWFU   |   434035.60
 7ICLEYN   |   433911.06
 6JHPYT9   |   433910.84
 T6P0I4Y   |   433856.02
 23BD1T1   |   433785.61
 P4DZ9BL   |   433783.35
 2B2589X   |   433554.66
 Q9GRLKG   |   433498.25
 SWDIM0U   |   433365.90
 UTLIEHG   |   433342.52
 I9K9QPW   |   433122.06
 GBOC4UC   |   432841.92
 ZMX65C4   |   432732.60
 VPT2KI1   |   432637.50
 HQZ5MI2   |   432581.09
 8Z6ILLJ   |   432575.72
 UHRGQ4S   |   432502.08
 CWR7IAT   |   432352.40
 GBIHT7N   |   432327.48
 RNJL1B5   |   432294.03
 J8BEAMZ   |   432127.80
 68IL1EF   |   430681.00
 2DA7UWL   |   430596.48
 T5O4DJY   |   430555.86
 GK5LY5M   |   430498.69
 BA9GWMZ   |   430485.00
 MDPMPV0   |   430211.34
 BRC6JKV   |   430105.50
 J7I17D7   |   430081.90
 3MF44B1   |   429827.16
 H2VDCA6   |   429794.76
 F0X9EQE   |   429755.86
 0OFUR6Z   |   429679.22
 621W83I   |   429528.00
 7OWMX2O   |   429326.73
 7882AXP   |   429238.88
 PS1BAKR   |   429237.03
 78DNA81   |   429024.00
 MMPSJKS   |   428630.80
 M3IO9GN   |   428606.64
 A2WB7XD   |   428565.42
 7MEXYQ7   |   428435.73
 LF26C6K   |   428126.92
 08ERQBI   |   428095.08
 PW2P17X   |   427896.04
 JS2O9PQ   |   427865.40
 GQU84TI   |   427526.10
 EAP84RN   |   427382.85
 BFG3UZP   |   427317.96
 SKDHJNQ   |   427061.90
 MERUVW5   |   426865.35
 B6NZ4NS   |   426857.76
 QKQQ9IS   |   426789.33
 F0MP3R1   |   426133.80
 92Q2LAX   |   425593.74
 7XZO870   |   425454.75
 J58GDAL   |   424500.30
 WOGHIEP   |   424483.36
 DTDN3X9   |   424421.27
 6TS0VWY   |   424139.49
 DW9ZNSC   |   424119.88
 QW6X7T2   |   423743.70
 HYR870O   |   423298.30
 R6TVPQ7   |   422987.25
 AUNKEWJ   |   422736.36
 73BNMMJ   |   422398.05
 6NLUXDC   |   422137.50
 O0OHYJB   |   421286.55
 DVOIGML   |   420955.20
 167VUTB   |   420791.91
 CSY9GVP   |   420656.07
 SEU10IK   |   420552.48
 5ES3AAV   |   420277.76
 L09I07P   |   420135.46
 9ULG3M7   |   419965.74
 W4H3G85   |   419958.00
 0DN6RNP   |   419433.79
 2ZLKPDX   |   419317.08
 JZ8326Q   |   419127.50
 FT8UUXG   |   419011.80
 U2IXNGS   |   419005.27
 4N9HIUY   |   419000.20
 EG2ZOA5   |   418879.78
 OVNO39B   |   418682.25
 34US7VK   |   418642.95
 HS7C9HE   |   418430.20
 ITILZ8Z   |   417907.70
 3GIAMPY   |   417716.96
 7V39LVN   |   417574.05
 KSWYFRS   |   417348.75
 KTCBFOZ   |   417148.55
 OJCKLIO   |   416976.86
 HKYSHZY   |   416969.37
 8QJ2DFN   |   416746.20
 LL0FTV9   |   416687.02
 ALIL11D   |   416476.52
 MLF7ORU   |   416414.83
 YZYQR6W   |   416106.40
 65EKYPO   |   416005.59
 34ML4WZ   |   415508.16
 C8UK7W9   |   415247.30
 QZS8Y0D   |   414885.24
 NEG0MYT   |   414742.68
 7YW1V3R   |   414570.42
 YFU7XJ0   |   414480.00
 OCBTG2D   |   414402.30
 FFT89IG   |   414109.23
 YX3PBTS   |   413931.42
 AO6CK9E   |   413815.05
 YAAFRGS   |   413640.00
 RP4TDVJ   |   413408.16
 FG4WDJ6   |   413314.72
 WOR0HH2   |   412928.88
 JS2J5FR   |   412746.94
 QZPX3R5   |   412659.62
 B2KH0CU   |   412343.40
 S02JCZB   |   412252.88
 ZPOL53B   |   412101.00
 1IPSJYH   |   411928.41
 UZC9LQS   |   411911.36
 AGM93MJ   |   411737.04
 0WDPOL0   |   411730.90
 8ZZ8T3U   |   411532.33
 U33XJD9   |   411424.86
 7BYC0QR   |   411038.25
 ZORXJ3T   |   410909.76
 W670APD   |   410909.40
 XLRR2BK   |   410760.00
 CO5GDKQ   |   410752.06
 NS54DSV   |   410742.71
 N7MEVK5   |   410399.01
 591MFXF   |   410306.52
 W91M127   |   410196.80
 DLH14X6   |   410046.06
 VD0Z2B6   |   409979.46
 KWH93OX   |   409786.50
 0W2LNP3   |   409534.40
 06UTEUM   |   409318.42
 01DA2E4   |   409206.24
 1ZEWQMF   |   409190.54
 N8DL842   |   409184.49
 W8SLR2C   |   408989.91
 2SBWF23   |   408962.45
 LX9FLCH   |   408860.20
 1JPQCZB   |   408510.76
 TRG95KV   |   408478.70
 UXNUKSE   |   408372.72
 9DRP0L6   |   408081.45
 1AV3HNO   |   408051.06
 79188OX   |   408046.78
 N9RJZKA   |   407909.32
 NVIS72R   |   407478.50
 GQHQIW1   |   407451.33
 V5KSKCF   |   407190.45
 MP4Q081   |   406868.88
 UJL42ZI   |   406451.85
 03GFQO2   |   405960.10
 HO411S7   |   405958.74
 X23G9WR   |   405514.65
 K8MV04J   |   405197.91
 09LZZ9G   |   404857.70
 WK533L7   |   404347.60
 LLKWIMN   |   404188.80
 NZMZC9A   |   404165.70
 GN0R220   |   404096.00
 ONUJGTX   |   403942.10
 N369TD7   |   403681.85
 DY44XZL   |   403481.35
 K0QHXND   |   403409.16
 91Z0AL7   |   402945.16
 TAL86T0   |   402779.36
 GDF61WJ   |   402752.60
 7LDWUBS   |   402698.76
 G7NZQQP   |   402564.76
 RL46E3X   |   402406.20
 IEW316H   |   402374.93
 NXPKMCW   |   402237.68
 QFQLE26   |   402061.80
 3S905R6   |   401670.90
 W5G6UVF   |   401361.30
 1Q7R723   |   400486.52
 OBOIXLE   |   400468.00
 A9I4DB4   |   399912.00
 X9OKMPJ   |   399850.92
 K4WYS0Q   |   399645.00
 7FLI68W   |   399581.91
 4X6EX93   |   399382.56
 KDXBNV9   |   399306.60
 ASUAGEG   |   398729.20
 OPQKOMA   |   398616.64
 FF3M50L   |   398360.16
 JYB1IB5   |   398304.35
 VAC00H1   |   398231.60
 BD4BYEE   |   398230.50
 25VJ2OZ   |   397958.40
 35XEHF7   |   397945.35
 ZCN65EE   |   397355.75
 0G7R6TA   |   397223.40
 P8MW116   |   397110.00
 IURR286   |   396991.58
 8UN81DB   |   396887.80
 ZKYV1A8   |   396812.32
 DRHZZ4X   |   396704.00
 TTT9LHQ   |   396572.66
 42B63H9   |   396401.46
 RJ56X8F   |   396137.17
 D8R6SDP   |   395918.31
 5OOIXEP   |   395670.81
 9ZJYQ0M   |   395599.41
 71L4HTH   |   395550.55
 I4U4SG3   |   395501.88
 LXEOY4G   |   395414.13
 PR9EWXX   |   395349.54
 3KBE3Z3   |   395161.62
 KHVSAOV   |   395146.08
 H8L37CO   |   395101.74
 GP0AV3S   |   395068.97
 52QWPR1   |   394678.26
 JT1BCKB   |   394648.65
 5SFANKK   |   394632.00
 FGTAL1D   |   394367.04
 ED2CIWV   |   394288.85
 IT9NWWT   |   393867.10
 8APH8RD   |   393773.04
 LMY4HES   |   393518.97
 JBM6LLP   |   393434.40
 B83PDKP   |   393395.22
 VPZ8CH2   |   392985.00
 F47F19N   |   392938.26
 X6Y3DE5   |   392787.52
 DCFB2NH   |   392587.50
 VJCA5UT   |   392543.88
 CMUWNM3   |   392309.16
 D014EXW   |   392258.16
 7461MIB   |   391967.84
 XPBGSSK   |   391702.86
 WRP87SU   |   391657.68
 7IIL2N6   |   391657.52
 T1MATHJ   |   391537.44
 TC4KJLB   |   391458.43
 4ZGWUJ8   |   391305.82
 3CFIMQ8   |   391196.17
 1C8YM6K   |   391010.08
 4G2M8DI   |   390992.13
 2PNY8XD   |   390948.16
 F7UI8G2   |   390788.73
 OCWTIZM   |   390654.27
 CUGH2MB   |   390471.90
 RKZ6PF8   |   390438.72
 S4ADRW2   |   389982.45
 59L47NY   |   389616.75
 QXTRGJM   |   389457.60
 7MZ6TOH   |   389243.74
 1ML3NT3   |   389214.50
 5O4Z0L2   |   388822.72
 6R5NW0M   |   388304.73
 OU0KZNP   |   388270.08
 5VWQW26   |   387114.72
 K9CRRAY   |   387029.52
 NH1HK1G   |   386951.94
 OETTLUN   |   386484.56
 PQL18CG   |   386442.18
 0A3MI84   |   386388.39
 6OHDQKS   |   386143.50
 WGZC0WZ   |   385815.76
 3KZGBY0   |   385741.25
 48TREM0   |   385670.25
 7CF9UEB   |   385035.38
 62EOH6Z   |   384987.96
 6MT8IBW   |   384583.95
 0R9KW8U   |   384282.00
 B314LG3   |   384107.67
 29LS77J   |   384102.16
 RZ6519U   |   383745.24
 L1R63L7   |   383187.33
 PWGV53M   |   382947.84
 5ZAF5CM   |   382696.86
 IE4S4LU   |   382292.43
 KTGNH1O   |   382096.00
 2S27ZG5   |   381637.62
 QOY9WH8   |   381449.84
 N19Q48A   |   381432.90
 KX19OFE   |   381046.70
 DJHF5IV   |   380992.64
 BN3JU2G   |   380935.75
 GL0ABLK   |   380922.84
 QW23WSL   |   380754.50
 9LLRPPI   |   380725.92
 HLC8BTP   |   380652.98
 8V13XCN   |   380547.65
 7GNX4Q9   |   380230.94
 ES65V1Z   |   379794.60
 5I1Z3NN   |   379658.88
 0CD5JF3   |   379315.41
 H5GT12S   |   379267.52
 WEJREHF   |   378968.00
 U996ST0   |   378866.81
 AQOLTGU   |   378518.67
 CWY50OI   |   377947.62
 TPOLTBG   |   377891.20
 NJSM135   |   377540.19
 16JHWSI   |   377134.80
 ADRY56K   |   376817.95
 OVS855H   |   376705.80
 JO354P1   |   376546.11
 Y0VWZOS   |   376473.72
 OB4DMOK   |   375979.78
 TVQA4HR   |   375955.41
 DV6P0GZ   |   375928.32
 TBH0BS1   |   375516.84
 6XEQ9SS   |   375242.40
 AJSME1U   |   375113.20
 08U1O9P   |   374780.70
 V5IAZBY   |   374750.34
 8OT4UEZ   |   374680.83
 JDIAD2N   |   374575.23
 GWKHLW1   |   374520.30
 OQKE2DN   |   374442.93
 5OVQA0Q   |   374054.31
 CCY3IS0   |   373936.24
 1DU1BW4   |   373835.52
 P7WEK8O   |   373749.00
 2WQCYEF   |   373485.96
 65F3N70   |   373314.06
 QWV9NJG   |   373141.22
 GPGE3ZI   |   373121.27
 UZOJ6YY   |   372746.75
 BY9XBO1   |   372169.16
 CR0VX96   |   371974.40
 RJNJVY8   |   371878.56
 JQBLK7C   |   371344.20
 26PKSR0   |   370890.45
 KXNNI4A   |   370777.20
 KYJJFGU   |   370246.80
 KZMAHMH   |   369843.74
 ZYNR7JS   |   369361.07
 D69WU85   |   368434.62
 CGN5IKW   |   368410.40
 OM5YLJC   |   368344.74
 3TDCIFD   |   368286.60
 0U9XGAS   |   368166.87
 4S6PLCH   |   368055.12
 XCJ2M2R   |   368029.78
 9WLCH2J   |   368013.72
 8DL9C4K   |   367988.60
 DA5DR3K   |   367970.07
 XX7TTIO   |   367843.80
 9QXBOOW   |   367810.48
 WC58CWZ   |   367754.42
 F32QLZ1   |   367716.80
 IWQRDGU   |   367714.56
 SCZIPSN   |   367492.06
 BI86AVH   |   367465.52
 VPBIRAF   |   367286.26
 1NGQC5T   |   367199.28
 ULOPC2N   |   367000.20
 1G6YS36   |   366562.50
 1MH2L7S   |   366293.25
 T4N7CFE   |   366266.35
 ZZTWDPF   |   365431.36
 20WO06Z   |   365244.00
 XBKFLUH   |   365036.22
 8SOOJZQ   |   364579.84
 E9KZU9X   |   364439.10
 DRJ5ACO   |   364348.08
 TE75AI1   |   364319.00
 020BS3L   |   364295.14
 ELVHG3O   |   364116.48
 J3XD7Q5   |   364011.24
 X6NGB52   |   363942.48
 9K6RXF3   |   363917.28
 OVAK2UI   |   363690.93
 9R7R9TV   |   363617.05
 5I3PAJ7   |   363616.50
 UDCI0ZF   |   363355.04
 5T9MEOM   |   363311.74
 2K2D7W7   |   363284.65
 E1DL03K   |   362906.08
 I6BW6GR   |   362900.07
 JC6TTEN   |   362433.40
 H4QQ0O9   |   362254.05
 496ZXSP   |   362126.97
 GB7JYJH   |   362024.52
 SCIJS03   |   361983.75
 RBJBTX4   |   361820.29
 7WZXU5H   |   361582.92
 QWUFB9V   |   361538.00
 BB9YA6E   |   361238.94
 M8OAK08   |   361172.50
 G85EQVQ   |   361027.50
 GIQI8XX   |   361025.28
 L9LE0PD   |   360966.32
 J2PY8N3   |   360965.22
 XUIXOW2   |   360838.46
 OIR4C3A   |   360838.40
 51WJJBT   |   360408.30
 V1H7EQT   |   360359.78
 4TZBYTF   |   360263.20
 9XGR8NI   |   360191.00
 FBT2GQP   |   360138.18
 R0EWPF9   |   360003.00
 7TCZ596   |   359956.90
 4CEY3YV   |   359827.83
 CNS817C   |   359795.85
 GLREDKM   |   359371.32
 RJ7ZXI1   |   358725.16
 JAGT8C4   |   357920.31
 GHOXNTP   |   357901.20
 UKJ0KHR   |   357686.12
 87B2XMR   |   357647.37
 DHLOCDO   |   357632.34
 MD0OHC2   |   357471.66
 H0YFD69   |   357235.30
 QZ5NK0S   |   357026.24
 L7M3GTK   |   356660.58
 APFO1SY   |   356514.26
 1HI41BV   |   356357.24
 O8QM9M2   |   356046.60
 Q23FYE3   |   355910.28
 960ML45   |   355412.12
 AKVK51K   |   355345.74
 MD4Z4N6   |   355326.96
 GT3QS6F   |   355220.32
 UN64LP2   |   354741.92
 SQUS5E8   |   354691.45
 9CBS4FU   |   354672.78
 ENXDWNH   |   354442.40
 HB1PZW0   |   354247.40
 5P007IM   |   354013.52
 HF7R0XP   |   353847.87
 FTL4RTY   |   353842.25
 8FYRO4L   |   353761.44
 B91KK9G   |   353723.44
 G6V8NA8   |   353673.60
 BBE87YX   |   353436.45
 SMPFM9J   |   353291.24
 EDVPGHV   |   353112.11
 Q8OVE7X   |   353040.00
 EM2M2RZ   |   352943.80
 N13DHNY   |   352843.68
 DBBR451   |   352682.04
 7OKRDOL   |   352622.40
 S4RSJ81   |   352389.91
 88G9N2X   |   352339.98
 DY1V7IH   |   352067.00
 RY7X7ZY   |   351446.23
 6R39NJO   |   351020.70
 DWYPDLS   |   350989.30
 X95FD8D   |   350976.84
 4YHKUHQ   |   350750.40
 9HYLXXC   |   350375.48
 2CW2I67   |   350110.60
 S1LC0E3   |   349878.10
 HM2AE27   |   349559.88
 L3TQH8N   |   349074.10
 S0G12S9   |   348982.11
 BN1VUH1   |   348881.60
 3OEW7IC   |   348811.92
 B9SYX6B   |   348727.75
 1UH1UQT   |   348704.00
 8N3Y8E4   |   348700.00
 1IWWQP4   |   348538.08
 SHWMN28   |   348488.00
 RYMALB6   |   348375.20
 I2YYWV9   |   348206.85
 6W2DU66   |   348131.78
 FQYBTAU   |   348116.72
 O2NHL5C   |   348083.89
 T7XLPIE   |   347845.84
 XRCJ63M   |   347213.23
 LXF4KNX   |   346950.31
 ESOEOCD   |   346640.75
 7FP5C7U   |   346492.20
 S8LCQWJ   |   346399.57
 IOZFBBU   |   346294.69
 SGHNM9K   |   346104.26
 L6XFCFE   |   345569.51
 D6IFVIU   |   345486.24
 XH6LSCW   |   345068.10
 8STYVWS   |   344931.96
 D0FZ6FL   |   344861.40
 ME1QY58   |   344637.80
 XIPQDGI   |   344475.58
 DVRC7G1   |   344171.90
 I1T1N2D   |   344105.76
 ZHTZYG9   |   343916.00
 4MXA3J9   |   343690.40
 NN49R8O   |   343399.84
 C63VEBH   |   343392.00
 FTJ1N0E   |   343328.76
 ZTN5UL9   |   343107.30
 F8YEJO7   |   343037.42
 2B4HKXX   |   342911.70
 NYBKXGX   |   342856.08
 EOSWLZ2   |   342359.50
 MO1YUIF   |   342107.39
 17HDBUF   |   342057.60
 4FVHC47   |   341928.44
 YLNXKQR   |   341766.91
 FH32Z7U   |   341557.06
 QL9RHU8   |   341456.31
 6IDZPGV   |   340994.52
 UYK2A0U   |   340975.95
 QMVVI8S   |   340635.01
 N40USLN   |   340241.55
 HL0FPWI   |   340235.52
 N5K6F5U   |   340176.00
